am,y,ciiu3,publicidad,ventas,hombres,mujeres,kw
2,1984,381,6960.407407407408,151936.9259259259,63.537037,11.388889,331815.6666666667
3,1984,381,828.6902654867257,99122.17699115044,53,8.7345133,418299.9469026549
4,1984,381,3243.25,132205.25,58.333332,8.916667,371827.75
5,1984,381,372.2413793103448,176384.1724137931,49.137932,8.2413797,207103.1724137931
6,1984,381,174.0666666666667,105922.1333333333,33.200001,3.7333333,573312.8666666667
7,1984,381,56.33333333333334,19122,19,2,31145.33333333333
8,1984,381,250.8,85909.39999999999,33.400002,3.4000001,98686.8
9,1984,381,303.1016949152543,91722.57627118644,41.389832,10.661017,226212.186440678
1,1984,382,1012.826446280992,102003.7024793388,41.23967,8.2314053,172320.0743801653
2,1984,382,250.8292682926829,50563.53658536585,33.121952,4.6829267,97811.75609756098
3,1984,382,720.1929824561404,76672.24561403508,41,3.3157895,368138.8947368421
4,1984,382,512,565937.3333333334,107.66666,7.6666665,746258.3333333334
5,1984,382,612.2666666666667,124091.1333333333,76.866669,7.4000001,347523.7333333333
6,1984,382,293.1428571428572,45489.21428571428,31.142857,10.928572,176238.2142857143
7,1984,382,176.5,10335,8,2,15109
8,1984,382,1696.75,315900,84,5.25,217884.75
9,1984,382,215.8095238095238,25938.47619047619,22.285715,3.5238094,59820.09523809524
1,1984,383,2878.835294117647,293008.7764705882,65.811768,34.55294,296912.5411764706
2,1984,383,1038.6,483369.24,92.400002,17.84,860575.08
3,1984,383,3334.571428571428,125256.1142857143,54.171429,17.171429,316161.6857142857
4,1984,383,76172.5,1014467.5,119,202.5,776992.5
5,1984,383,371.8333333333333,315331,79,14.5,1102956.166666667
6,1984,383,410,119541.3333333333,27,28,393791.6666666667
7,1984,383,715.625,132025.125,42.75,42.75,199134.125
9,1984,383,1360.222222222222,98793.22222222222,43.888889,20.777779,327463.3333333333
1,1984,384,2603.546511627907,523514.2325581395,91.88372,13.581395,353585.1511627907
2,1984,384,3001,271552.4615384616,91.846153,12.076923,339500.5384615384
3,1984,384,811.0217391304348,379907.5217391304,68.652176,6.173913,405640.1086956522
4,1984,384,2405.666666666667,276326,65.333336,13,232568.5
5,1984,384,248.2777777777778,227376.6666666667,120.44444,6.5555553,416132.3888888889
6,1984,384,66.90000000000001,188222,26.5,2.5999999,161939.7
7,1984,384,138.5,54878,20,4.5,99242
8,1984,384,237.5,458916.5,157,8.75,1007200.5
9,1984,384,85.21428571428571,299600.9285714286,109.78571,9.1428576,417762
1,1984,385,202.7931034482759,48785.31034482759,22.068966,15.793103,100524.1379310345
2,1984,385,65164.33333333334,517715.8333333333,83.333336,41.666668,538795.6666666666
3,1984,385,169.7647058823529,41888.52941176471,23.17647,13.941176,115879
4,1984,385,0,7152,9,2,20879
5,1984,385,454.5,118467,52,31,419850
6,1984,385,29.5,5122.5,6,5.5,13467
7,1984,385,9,5656,14,4,9540
9,1984,385,565,184743,74,115,780300
1,1984,390,1261.706896551724,95424.75862068965,20.913794,21.103449,115910.3448275862
2,1984,390,1987,110664.052631579,34.052631,23.789474,249908.8421052632
3,1984,390,348.5609756097561,51269.29268292683,28.487804,20.439024,210358.2195121951
4,1984,390,591,29059,29,14,41428.5
5,1984,390,216.6,178238.3,66.800003,59,888230.2
6,1984,390,142.8,12737.6,9.6000004,4,19837.6
8,1984,390,75,15736,6,4,37080
9,1984,390,56.66666666666666,106237.3333333333,55.666668,22,2358448
1,1985,311,6464.990338164252,444062.1400966184,44.864735,23.217392,535843.2608695652
2,1985,311,12965.44,562783.84,44.426666,19.733334,687978.0133333333
3,1985,311,3347.893805309735,393671.7522123894,48.681416,19.132744,515609.8849557522
4,1985,311,3700.375,526641.25,34.6875,16.875,310320.1875
5,1985,311,909.3823529411765,506651.8382352941,45.161766,12.676471,962699.3088235294
6,1985,311,459.7261904761905,170025.5119047619,13.880953,8.5357141,342429.0357142857
7,1985,311,9221.450000000001,802414.4,44.349998,36,606372.3000000001
8,1985,311,2718.190476190476,435148.4285714286,33.761906,13.952381,869174.2380952381
9,1985,311,1334.634375,603000.571875,60.321877,12.14375,1154285.846875
1,1985,312,19619.54285714286,536698.3428571429,45.171429,23.371429,380295.0285714286
2,1985,312,12217.2380952381,319201.0952380953,27.714285,10.380953,575538.3333333334
3,1985,312,8320.125,694034.5833333334,50.583332,15.666667,672544.8333333334
4,1985,312,246.3333333333333,291643,37.333332,7.3333335,949131
5,1985,312,10059.16666666667,564857.9444444445,39.944443,12.555555,949494.3333333334
6,1985,312,842.7000000000001,469925,23.299999,7.5999999,244349.7
7,1985,312,179.6666666666667,149936,30.333334,4.6666665,472468.3333333333
8,1985,312,311.6666666666667,289553.5,22.333334,7,407085.5
9,1985,312,6130.153846153846,808656.25,49.71154,12.538462,1278493.519230769
1,1985,313,34079.96296296296,1770597.259259259,193.96297,40.185184,2851619.703703704
2,1985,313,20166.45454545454,1068912,149.54546,27.90909,1944594.636363637
3,1985,313,76508.28571428571,3806814.142857143,377.28571,72.714287,4909245.285714285
4,1985,313,30829,1874431,274.5,69,2043555
5,1985,313,42385.5,1950802.333333333,290.16666,41.833332,5006249.666666667
6,1985,313,25484,1416544.8,192.8,34.200001,2626496
7,1985,313,21041.5,1057931.25,156.5,18.5,1448622.5
8,1985,313,37028.66666666666,859982.3333333334,241.66667,75.333336,1790470
9,1985,313,16843.28813559322,767561.3389830509,114.15254,18.169491,1301949.593220339
1,1985,314,95404,2638264.5,297,121.5,2123747
2,1985,314,29364,774875,194,21,441194
3,1985,314,199638,10661399,791,180,7356516
5,1985,314,1651,3568821,194,95,798260
6,1985,314,12617.5,465056.75,101.5,41.25,395389.5
9,1985,314,143,154107.4,13.4,6.4000001,171023.4
1,1985,321,725.0462427745665,220064.7803468208,43.346821,46.80925,571900.6358381503
2,1985,321,788.4400000000001,211823.6,35.68,44.119999,486788.76
3,1985,321,3066.921052631579,640325.6710526316,118.44736,39.927631,2431242
4,1985,321,928.1428571428571,409509.7142857143,135.42857,33.42857,2611836.571428571
5,1985,321,314.8235294117647,182943.5294117647,38.411766,19.294117,1034934
6,1985,321,220.8,60768.6,24.200001,58.400002,211719.4
7,1985,321,8058.2,884188.2,138.8,113.8,2448960.4
9,1985,321,854.3220338983051,233150.0338983051,76.016953,21.457626,1747659.457627119
1,1985,322,1070.847533632287,76965.36771300448,12.295964,46.484306,76955.09417040359
2,1985,322,666.0202702702703,55108.72297297297,10.344595,38.364864,49037.06756756757
3,1985,322,847.625,50690.14329268293,7.8079267,32.564026,51689.59756097561
4,1985,322,2540.6,115762.2,19.4,72.800003,159446.8
5,1985,322,286,51851.27536231884,9.347826,39.623188,65777.60869565218
6,1985,322,118.0144927536232,30164.11594202898,3.0869565,22.565218,53919.79710144927
7,1985,322,4330.268656716418,118059.9701492537,16.895523,48.686565,232890.5373134328
8,1985,322,80.33333333333333,17274,3.3333333,17.333334,32560.33333333333
9,1985,322,66.73134328358209,26882.07462686567,7.4179106,33.686565,44364.89552238806
1,1985,323,825.4222222222222,148318.0222222222,33.177776,27.066668,205269.7777777778
2,1985,323,1069.2,954214.8000000001,152,47,1855566.8
3,1985,323,167.5769230769231,132352.1923076923,40,16.423077,366487.8846153846
5,1985,323,398.5,1298376,251.5,10,2054762
6,1985,323,2213,75030.5,6,67,148087.5
7,1985,323,332.5,201164,28.25,6.75,429513.5
8,1985,323,22,137742,42,4,108840
9,1985,323,48.85714285714285,50881.85714285715,18.428572,2.8571429,72539
1,1985,324,349.7894736842105,69547.89473684211,25.368422,24.614035,47548.45614035088
2,1985,324,341.4,43471.2,22.200001,19.4,43937.76666666667
3,1985,324,1103.511111111111,91801.73333333334,28.088888,18.6,179585.9111111111
4,1985,324,90995,2033305,366,331,2188200
5,1985,324,1232.444444444444,103195.1111111111,32.444443,25,80126.66666666667
6,1985,324,86.41463414634147,23896.65853658536,12.585366,9.2439022,29576.58536585366
7,1985,324,123.1428571428571,50193.28571428572,29.571428,13.571428,101133.5714285714
8,1985,324,649,117469,60,32,112962
9,1985,324,44.51219512195122,33127.41463414634,17.975609,8.1219511,20759.53658536586
1,1985,331,244.1842105263158,51386.36842105263,25.368422,7.8157897,64922.23684210526
2,1985,331,180,50098.64285714286,37.214287,3.1428571,120793.5
3,1985,331,82.29268292682927,32734.95121951219,21.512196,2.5853658,73957.09756097561
4,1985,331,373.6,23409.8,27.6,4.4000001,92473.39999999999
5,1985,331,4999.235294117647,324172.1764705883,80.941177,10.529411,1312086.705882353
6,1985,331,64.40000000000001,18374.2,13.8,2.5999999,151778.2
7,1985,331,14.6,12213.2,20.799999,2.5999999,46240
8,1985,331,95,30175.9,16,2.2,49556.5
9,1985,331,253.5769230769231,62682.15384615384,21.846153,4.3461537,350416.3846153846
1,1985,332,822.2758620689655,71630.74137931035,44.310345,14.327586,104609.2931034483
2,1985,332,208.25,16158.5,13.416667,6.6666665,17467.16666666667
3,1985,332,120.8285714285714,30856.88571428572,28,7.3142858,69537.94285714286
4,1985,332,89,3725,10,0,14873
5,1985,332,306,50385.90909090909,20.636364,4,41633
6,1985,332,194.1666666666667,22022.5,20.666666,3.5833333,97727.5
7,1985,332,66.44444444444444,27922.22222222222,35.666668,2.5555556,59943.33333333334
8,1985,332,143,63897.5,60,3.5,129852.5
9,1985,332,523.875,30841.91666666667,22,6.8333335,48579.375
1,1985,341,286.82,208993.88,27.98,10.8,172682.32
2,1985,341,6718.2,1421070.4,94.914284,18.714285,9223996.885714285
3,1985,341,7771.6,768259.85,80.150002,17.200001,3694189.65
4,1985,341,108,5584,7,6,0
5,1985,341,1215.090909090909,756898.2727272727,69.454544,23.09091,3924707
6,1985,341,60,25812,12,5,24250
7,1985,341,36714.66666666666,838213.6666666666,187,70.666664,8313789.333333333
9,1985,341,3253.285714285714,651044.2142857143,61.642857,11.5,2284123.357142857
1,1985,342,871.6938775510204,192360.6190476191,48.94558,19.938776,160875.693877551
2,1985,342,3174.891304347826,270139.0434782609,46.086956,17.47826,318719.9347826087
3,1985,342,453.7049180327869,85550.91803278688,24.442623,11.786885,91183.34426229508
4,1985,342,112.1538461538462,33525,18.76923,9.6153851,44841.76923076923
5,1985,342,583.6,32894.4,21.6,7.1999998,106989.5
6,1985,342,361.3571428571428,66124.57142857144,41.857143,19.928572,162160.7142857143
7,1985,342,90,22146.66666666667,21,10.666667,26299.66666666667
8,1985,342,1043.857142857143,50740.71428571428,27.142857,9.5714283,89697.71428571429
9,1985,342,117.1785714285714,75956.57142857144,18.428572,19.321428,85104.32142857144
1,1985,351,1665.346153846154,398595.1153846154,46.53846,11.346154,848460.8846153846
2,1985,351,5538.333333333333,1398427,132.22223,29.333334,6813868.222222222
3,1985,351,5445.78125,1042616.875,118.03125,14.75,7041631.1875
4,1985,351,100.5,389437.5,71,11,1448875
5,1985,351,4753.25,2868173.5,133.08333,20.5,8269380.666666667
6,1985,351,284,96930,11.5,2.5,466521
8,1985,351,5894.6,3623099.9,229.7,22.1,21665137.2
9,1985,351,703.8095238095239,880941.7619047619,158.71428,11.142858,9445682.523809524
1,1985,352,11455.6231884058,486109.4782608696,50.04348,37.847828,228284.7608695652
2,1985,352,55419.38235294118,1241471.941176471,84.382355,53.5,790320.8529411765
3,1985,352,9052.822222222223,473165.2444444444,41.155556,25.822222,314432.2888888889
4,1985,352,1439.25,199477.5,58.75,95,325345.5
5,1985,352,1396.88,170958.04,27.200001,16.879999,150237.72
6,1985,352,92,31132.5,13.75,21.75,69413.5
7,1985,352,1885.4,46154.4,12.8,4.8000002,73818.8
8,1985,352,8391.75,200995,22,11,114857.5
9,1985,352,761.1764705882353,204855.7647058824,42.35294,27.941177,261869.705882353
8,1985,353,0,41018279,590,39,75959718
9,1985,353,1337,21570272.5,967,114.75,13021859.75
1,1985,354,3313.818181818182,956663,32.272728,4.7272725,250100.4545454546
3,1985,354,74.5,227016,107.5,9,942675
5,1985,354,434,208046.6666666667,37.333332,7.6666665,92900
6,1985,354,0,80332,17,6,257523
9,1985,354,229,257239.5,30.5,9,577185
1,1985,355,4742.96551724138,302811.724137931,65.275864,27.275862,546660.1034482758
2,1985,355,16285,2357220.857142857,246.14285,18.285715,5730289.857142857
3,1985,355,338,61801.4,22.266666,4.4666667,214736.6666666667
4,1985,355,2.5,21348,8.5,1,57644
5,1985,355,48,40500.25,12.5,31.5,253614.25
6,1985,355,27.83333333333333,35858.66666666666,13.166667,3.3333333,68074.5
7,1985,355,0,35876,9,1,158740
9,1985,355,9046.222222222223,1114356.444444445,162.22223,15.555555,3387054.444444445
1,1985,356,1820.145299145299,285297.0512820513,47.658119,29.316238,736240.1025641026
2,1985,356,204.625,101637.2291666667,25.854166,15.020833,302560.3958333333
3,1985,356,1057.560606060606,164636.3636363637,32.272728,12.833333,650604.1363636364
4,1985,356,203.25,93961.25,39,7.75,210798
5,1985,356,439.3478260869565,231993.9565217391,33.391304,21.47826,711946.3478260869
6,1985,356,104.75,106071.25,32.25,7,529556.125
7,1985,356,0,111265,17.5,26.5,583554.5
8,1985,356,1393,509064.6,60,9.1999998,1652768.8
9,1985,356,985.3888888888889,224015.6111111111,54.055557,32.111111,830875.5555555555
1,1985,361,59.71428571428572,12355,8.2857141,12,98094
2,1985,361,0,574064,118,118,1044000
3,1985,361,170.7,576343.4,190.39999,74.099998,2885070.6
9,1985,361,1325.4,411307.4,117.9,37.799999,2049288.1
1,1985,362,566.88,165741.8,54.32,13.2,736709.24
2,1985,362,61,72268.2,25.6,50.200001,128956.8
3,1985,362,143.0909090909091,248013.5454545454,81.090912,10.090909,1915792.272727273
5,1985,362,100,745282,176.5,10.5,3698400
7,1985,362,349,79184.66666666667,92,47,238695
9,1985,362,19889.25,2768284.75,459.5,22,23293244
1,1985,369,639.7910447761194,199940.8059701493,58.805969,6.8507462,656180.7611940298
2,1985,369,870.5555555555555,471550.6666666667,82.111115,7.7222223,5839558.111111111
3,1985,369,267.2696629213483,100443.6404494382,45.044945,3.4269662,549322.1910112359
4,1985,369,10650.5,716414,137.5,10.75,1577570.75
5,1985,369,1946.166666666667,524150.75,87.75,6.6666665,8128675.083333333
6,1985,369,165.5833333333333,113782.9166666667,33.166668,2.75,1390052.083333333
7,1985,369,31,19260,17,2,244800
8,1985,369,125.1666666666667,457760.3333333333,56.5,5,9642098.166666666
9,1985,369,1023.443037974684,346752.9746835443,82.40506,7.7974682,3772491.303797469
1,1985,371,291.5,319967.7,46.700001,4.5,501327.95
2,1985,371,537.4444444444445,520538.7777777778,76.888885,4.5555553,5855432.777777778
3,1985,371,5931.333333333333,2527618.333333334,252.83333,27.833334,19956053.33333333
4,1985,371,255.5,55240.5,43,2,443753
5,1985,371,113.2,216209.4,59.200001,4.1999998,1132225.4
6,1985,371,44,11227,15,1.5,33000
8,1985,371,81,23988,27,1,13050
9,1985,371,2499,2572841.230769231,458.23077,49.307693,64547495.07692308
1,1985,372,497,105621.5,23.833334,4.5,166816
2,1985,372,2510.8,878247.2,91.400002,10.4,3110922
3,1985,372,188.375,158284,33.5,6.125,581073.625
5,1985,372,2593,3521721,566,45,11784000
7,1985,372,163,196868,27,6,1937906
9,1985,372,330,127613.6666666667,36,10.333333,887590.6666666666
1,1985,381,1178.051162790698,125232.023255814,39.255814,9.8697672,240013.888372093
2,1985,381,8116.086206896552,194385.2931034483,58.155174,11.103448,356525.8103448276
3,1985,381,825.6846846846847,126751.7297297297,45.747749,8.9009008,431531.6846846847
4,1985,381,3446.071428571428,204725.6428571429,60.714287,8.1428576,419630.3571428572
5,1985,381,294.6666666666667,293699.8888888889,65.074074,8.0370369,267613.8148148148
6,1985,381,171.2857142857143,115772.3571428571,32.285713,3.2142856,689075
7,1985,381,55.14285714285715,26225,21.857143,2.8571429,39621.71428571428
8,1985,381,210.3333333333333,109829,30.666666,3.3333333,85415.66666666667
9,1985,381,403.4909090909091,114512.3090909091,39.872726,8.5636368,210175.0181818182
1,1985,382,1464.2578125,134392.90625,42.039063,8.1796875,151783.4453125
2,1985,382,302.0454545454546,71469.06818181818,34.386364,5.409091,95226.38636363637
3,1985,382,719.0967741935484,94708.51612903226,33.145161,3.483871,371382.9516129032
4,1985,382,784,484664,83.75,4.75,513585.75
5,1985,382,738.6315789473684,121837.3684210526,61.578949,6.0526314,272260.1578947369
6,1985,382,257.1428571428572,55081.35714285715,25.857143,6.4285712,172234
7,1985,382,156.6666666666667,8042.666666666667,12.333333,2,40031.66666666666
8,1985,382,2658.666666666667,393532.3333333333,114,7.6666665,288360
9,1985,382,180.4347826086957,27742.13043478261,22.434782,3.1304348,52860.60869565218
1,1985,383,3582.89247311828,342207.1182795699,59.354839,29.634409,329123.8924731183
2,1985,383,1673.88,584426.4,83.120003,16.360001,850479.8000000001
3,1985,383,3493.138888888889,145032.4166666667,45,13.444445,363658.7777777778
4,1985,383,199324,919395,121,156.5,777426
5,1985,383,187,604302.4,86.400002,16.4,1324523
6,1985,383,684,201162.6666666667,26.333334,42.333332,536583.3333333334
7,1985,383,1334.5,164166.375,45.875,31.75,295828.5
9,1985,383,2439,140520.375,42,21.125,276383.125
1,1985,384,4398.752808988764,555179.4382022471,81.157303,12.123595,330784.4382022472
2,1985,384,3167.714285714286,211689.0714285714,80.14286,10.214286,270336.7142857143
3,1985,384,682.8541666666666,522393.0208333333,61.3125,6.1041665,286233.3958333333
4,1985,384,451,21849.2,13.4,2.5999999,78689
5,1985,384,328.2631578947368,204544.4210526316,112.36842,6.0526314,410150.5263157895
6,1985,384,117.875,242520.125,23.75,3.625,218850.625
7,1985,384,1180.6,224075.6,43,17.6,92557
8,1985,384,427.4,399690.6,129,6.8000002,863307
9,1985,384,121.7142857142857,378050.4285714286,109.28571,10.214286,433929
1,1985,385,306.6774193548387,68343.54838709677,21.354839,16.580645,102908.1290322581
2,1985,385,98487,974163.4,79.400002,44.200001,697442.6
3,1985,385,156.1875,49213.25,22.625,16.75,149689.6875
5,1985,385,704,151412.6666666667,46.333332,29,473996
6,1985,385,0,4298,5,6,10750
7,1985,385,21,7187,11,4,17000
9,1985,385,799,222988,72,121,828940
1,1985,390,2959.392857142857,182978.6428571429,25.464285,26.410715,107909.0892857143
2,1985,390,2493.444444444444,133762.1111111111,30.166666,20.444445,173416.5555555556
3,1985,390,388.3846153846154,64427.33333333334,24.179487,15.384615,245072.7948717949
4,1985,390,1983,49154,31,26,85434
5,1985,390,406.6363636363636,245270.2727272727,48.363636,41.454544,964955.7272727273
6,1985,390,111.1666666666667,13411.5,7.3333335,4,22625
8,1985,390,147,9169,6,4,15936
9,1985,390,1120.8,186889.2,43.400002,31,1268326.6
1,1986,311,10281.31363636364,529277.6727272727,43.136364,22.277273,487777.4181818182
2,1986,311,10421.82716049383,649980.1234567901,44.148148,20.320988,636981.7407407408
3,1986,311,6105.733944954129,531401.6422018348,49.880733,20.009174,535065.0183486239
4,1986,311,3191.857142857143,714670.1428571428,27.571428,13.190476,250777.0476190476
5,1986,311,1180.123287671233,592537.1643835617,43.506851,13.520548,1024309.328767123
6,1986,311,631.0645161290323,228106.3333333333,13.537635,8.5053768,252082.1720430108
7,1986,311,216.4285714285714,1317223.333333333,41.333332,30.476191,570287.7142857143
8,1986,311,2015.04347826087,551124.7391304348,34.391304,13.913043,859233.3913043478
9,1986,311,1863.895705521472,971764.7300613497,61.463192,11.595092,1162220.472392638
1,1986,312,23966.17142857143,653339,40.628571,21.285715,407019.1714285715
2,1986,312,20264.32,371017.76,27.280001,12.24,502607.64
3,1986,312,5935.4,879120.48,46.32,14,641694.52
4,1986,312,816.5,651349,53.5,11.5,2001726
5,1986,312,16746.29411764706,768173.0588235294,43.705883,17,986807.8235294118
6,1986,312,841.9166666666666,559219.6666666666,20.833334,6.4166665,213921
7,1986,312,1294,150763,18,5,47045
8,1986,312,1377.833333333333,300610.1666666667,20.166666,5.5,493364
9,1986,312,6960.519230769231,1076322.134615385,51.903847,12.846154,1229514.096153846
1,1986,313,38641.10714285715,2216677.214285714,194.89285,33.17857,2874500.357142857
2,1986,313,28164.54545454546,1418487.545454545,136.81818,28.363636,1862417.090909091
3,1986,313,157966,4868780.125,325.375,53.75,4422289.375
4,1986,313,37771.5,2619103,271.5,67.5,2124280
5,1986,313,57278.8,3027676,318.20001,48.200001,5963881.8
6,1986,313,42608.6,1872345.6,178.39999,32,2779108.8
7,1986,313,33894,1439064.5,152,15,1568540.25
8,1986,313,42685.33333333334,1149384.666666667,215.33333,63,1670113.333333333
9,1986,313,24606.6935483871,841894,105.27419,18.5,1130160
1,1986,314,72370.5,3457941.5,303.5,120.5,2327260
2,1986,314,47617,844226,178,20,444900
3,1986,314,311483,12473878,783,185,6976268
5,1986,314,1877,4536557,181,40,924291
6,1986,314,21628.5,502178,96.75,41,564830.75
9,1986,314,51.6,15272.4,14.8,6,193793.8
1,1986,321,1026.681318681319,306599.6043956044,44.692307,48.604397,649734.2142857143
2,1986,321,1162.269230769231,284799.6923076923,33.153847,40.846153,502110.8076923077
3,1986,321,4475.533333333334,754181.7466666667,115.08667,38.233334,2703999.88
4,1986,321,2243.571428571428,552025,136.28572,36.42857,2573886.571428571
5,1986,321,405.9411764705882,234979.5294117647,35.529411,18.17647,1111431.058823529
6,1986,321,165,43405.44444444445,13.333333,35.666668,125633.6666666667
7,1986,321,9012.833333333334,1050655,111.83334,98,2167925.166666667
9,1986,321,921.5161290322581,369701.7419354839,70.274193,24.790323,1728521.338709677
1,1986,322,1279.804255319149,93431.52340425532,11.229787,44.251064,71031.39574468085
2,1986,322,928.9018404907976,64903.28834355828,9.1901836,33.907974,50048.59509202454
3,1986,322,832.984984984985,68526.29429429429,7.6546545,32.807808,57349.88888888889
4,1986,322,5087.4,146275.2,16.6,90,119258.8
5,1986,322,400.4788732394366,65592.47887323944,9.0140848,35.197182,68396.12676056338
6,1986,322,138.6410256410256,37926.88461538462,3.9871795,23.128204,48036.44871794872
7,1986,322,4417.591549295775,147142.2676056338,16.901409,54.140846,221942.4788732394
8,1986,322,86,38676.33333333334,3.3333333,17,36256
9,1986,322,143.9166666666667,35949.47222222222,6.3055553,28.180555,42784.83333333334
1,1986,323,1914.108695652174,229334.9347826087,35.847828,32.130436,192731.2173913044
2,1986,323,1202.25,1832349.25,192.5,28.5,2135930.25
3,1986,323,402.9047619047619,248520.2857142857,45.714287,17.666666,481506.4285714286
5,1986,323,483.5,1907939,252.5,13.5,3425104.5
6,1986,323,509.8,65954,8.6000004,35.200001,80983.8
7,1986,323,202.6666666666667,446511,42.666668,13.333333,330445.3333333333
8,1986,323,0,224505,37,4,175900
9,1986,323,36.11111111111111,57664.66666666666,19.111111,3.8888888,75520.88888888889
1,1986,324,987.9117647058823,98954.63235294118,24.838236,26.57353,54052.27941176471
2,1986,324,155.75,45710.78125,20.15625,31.9375,42179.96875
3,1986,324,1578.854166666667,117177.7291666667,27.479166,19.4375,165907.5833333333
4,1986,324,115398,3289820,381,326,2775062
5,1986,324,1677.3,163451.7,37.700001,32.700001,102875.1
6,1986,324,82.26923076923077,30964.21153846154,13.269231,9.6730766,26213.80769230769
7,1986,324,129.2857142857143,54572.42857142857,31.428572,14.142858,54760.71428571428
9,1986,324,663.0714285714286,91561.26190476191,27.571428,19.380953,75250.64285714286
1,1986,331,274.3414634146341,71994.90243902439,26.975609,7.8292685,86767.26829268293
2,1986,331,432.7692307692308,73680.07692307692,38.692307,4.2307692,118115.2307692308
3,1986,331,142.8571428571429,45548.91428571429,22.657143,2.6571429,65514.25714285715
4,1986,331,720.2000000000001,38710,35,3.2,91173.2
5,1986,331,6375.222222222223,416354.2222222223,76.388885,10.166667,1641355.222222222
6,1986,331,94,22011.83333333333,12.583333,2.25,125858.1666666667
7,1986,331,32.75,17593.25,20.75,3.25,38783.5
8,1986,331,83.22222222222223,44688,16.444445,2.6666667,49561.88888888889
9,1986,331,267.1111111111111,83813.37037037037,23.333334,5.7037039,348223.6666666667
1,1986,332,887.65625,84081.671875,42.5625,11.390625,123439.6875
2,1986,332,198.1428571428571,21873.57142857143,17,4.2857141,19388
3,1986,332,234.8205128205128,36684.10256410256,27.97436,7.1538463,67801.35897435897
4,1986,332,1040.5,37700.5,17,12.5,43240
5,1986,332,621.7272727272728,62588.36363636364,22.90909,5,51040.18181818182
6,1986,332,101.25,26339.8125,22.75,2.875,82207.125
7,1986,332,58.75,36038.5,43,2.625,59608.125
8,1986,332,118.25,53211.5,42,3,110279.75
9,1986,332,430.5517241379311,40539.51724137931,23.034483,7.6206899,47731.51724137931
1,1986,341,415.3673469387755,269755.5510204082,30.959183,11.387755,187098.918367347
2,1986,341,3330.735294117647,1627728.941176471,85.941177,12.764706,9917387.852941176
3,1986,341,6985.190476190476,853993.2380952381,86.238098,20.857143,3444339.904761905
4,1986,341,33,88281,26.333334,19.666666,120716.6666666667
5,1986,341,535.9,850089.4,63.400002,11.9,4038375.2
6,1986,341,200,53162,11,3,34745
7,1986,341,30595.66666666667,1058735,173,63.333332,9517006.666666666
9,1986,341,6025.333333333333,868912.4666666667,63.133335,11.066667,1782648.466666667
1,1986,342,2546.784810126582,254648.6835443038,48.550632,20.234177,171069.8924050633
2,1986,342,6508.425531914893,481173.914893617,52.595745,23.659575,437106.8723404256
3,1986,342,937.7017543859649,110199.5789473684,26.035088,11.754386,100811.0350877193
4,1986,342,1234.818181818182,55932.81818181818,23.363636,12.272727,51041.72727272727
5,1986,342,1058.190476190476,96519,26,9,94168.80952380953
6,1986,342,301.0833333333333,96726.75,36.25,21,188881.6666666667
7,1986,342,488.6,35527.4,19.6,7,22470.6
8,1986,342,1343.625,67620.5,27.75,10.25,81127.125
9,1986,342,300.8148148148148,119429.962962963,20.333334,19.925926,94213.25925925926
1,1986,351,1292.633333333333,521012.3666666666,44.200001,10.7,857651.1
2,1986,351,318.1111111111111,1759147.333333333,124.33334,21.222221,6524451.222222222
3,1986,351,5880.1,1487033.366666667,127.76667,16,7450154.566666666
4,1986,351,552.5,655036.5,61,8,1498107
5,1986,351,6965.692307692308,3420368,120.30769,14.230769,7871960.538461538
6,1986,351,241.5,99588.5,12.5,1.5,510862.5
8,1986,351,4023.111111111111,4138215.888888889,195.66667,16.333334,23023361
9,1986,351,607.25,1081151.333333333,132.54167,14.166667,9691261.166666666
1,1986,352,15066.97931034483,599085.9034482759,45.73793,35.020691,234123.0206896552
2,1986,352,69249.64102564103,1430645.307692308,79.282051,51.384617,816708.3333333334
3,1986,352,13685.77551020408,612030.3469387755,41.367348,27.040817,312586.7755102041
4,1986,352,1170.6,203391.2,48.400002,80.199997,249840
5,1986,352,4483.571428571428,265305.6428571428,28.107143,16.107143,163441.8214285714
6,1986,352,307.6666666666667,42874.66666666666,18.333334,37.333332,77281.33333333333
7,1986,352,94.8,63592.8,12.8,4.1999998,74808.2
8,1986,352,12675.28571428571,270667.2857142857,27,12.714286,97171.42857142857
9,1986,352,1027.066666666667,297060.6,35.866665,26.6,253711.2
8,1986,353,0,43989778,507,46,80597000
9,1986,353,1596.25,26880041.5,974.5,113.25,138630118
1,1986,354,11216.30769230769,985405.3846153846,29.76923,4.1538463,248300.9230769231
3,1986,354,145.5,261147,43.5,2.5,1046310
5,1986,354,779.5,72319,15.5,3,45364
6,1986,354,421,157237,27,8,136888
9,1986,354,265,361210,32,10.5,597213.5
1,1986,355,6060.783783783784,325244.2432432433,58.513512,20.837837,458865.2432432433
2,1986,355,47874.625,2767456.625,215.625,15.75,5081589.875
3,1986,355,1185.214285714286,81999,24.428572,6.1428571,221528.3571428571
4,1986,355,33.66666666666666,21386.33333333333,13.333333,3,75375.33333333333
5,1986,355,8.800000000000001,51798.6,9.8000002,36.400002,186215.6
6,1986,355,22.4,53988.6,13.2,4,102015
7,1986,355,0,36476,9,1,114900
9,1986,355,14711.8,1091237.8,147.89999,20.4,2603956.4
1,1986,356,3933.447619047619,453266.0190476191,54.200001,30.180952,896600.8285714285
